Model,Asset,C-Index Type,Quantile,Trade Count,Avg Return,Win Rate,Sharpe,Sharpe_annualized,Annual Trades,Max Drawdown,Note
rf,GLD,C_tau_ties10,0.5,21,0.6585864628032567,80.95238095238095,0.525449160138621,3.822439497048845,52.92,-4.590683357262471,
rf,GLD,C_tau_ties3,0.2,39,0.48332302592738324,69.23076923076923,0.34179002200783815,3.3883787854199485,98.28,-4.590683357262471,
rf,GLD,C_tau_ties3,0.3,39,0.48332302592738324,69.23076923076923,0.34179002200783815,3.3883787854199485,98.28,-4.590683357262471,
rf,GLD,C_tau_ties3,0.4,25,0.5951975508693508,76.0,0.4949907017712533,3.928866894528226,63.0,-2.823439606845568,
rf,GLD,C_tau_ties3,0.5,25,0.5951975508693508,76.0,0.4949907017712533,3.928866894528226,63.0,-2.823439606845568,
rf,GLD,C_tau_ties5,0.2,39,0.48332302592738324,69.23076923076923,0.34179002200783815,3.3883787854199485,98.28,-4.590683357262471,
rf,GLD,C_tau_ties5,0.3,39,0.48332302592738324,69.23076923076923,0.34179002200783815,3.3883787854199485,98.28,-4.590683357262471,
rf,GLD,C_tau_ties5,0.4,39,0.48332302592738324,69.23076923076923,0.34179002200783815,3.3883787854199485,98.28,-4.590683357262471,
rf,GLD,C_tau_ties5,0.5,22,0.6777504889514351,77.27272727272727,0.5361566837109875,3.9921176807820578,55.440000000000005,-2.823439606845568,
rf,GLD,No Filter,,39,0.48332302592738324,69.23076923076923,0.34179002200783815,3.3883787854199485,98.28,-4.590683357262471,
rf,SPY,C_Mallows_full,0.2,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_Mallows_full,0.3,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_Mallows_full,0.4,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_Mallows_full,0.5,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_RBO_full,0.2,46,0.10381064823588798,54.347826086956516,0.04687119499977105,0.5410352805632396,133.24137931034483,-9.260813448101679,
rf,SPY,C_RBO_full,0.3,40,0.11615217195099392,55.00000000000001,0.05004170103096208,0.5386450878525437,115.86206896551724,-9.260813448101679,
rf,SPY,C_RBO_full,0.4,35,0.17669032324457998,54.285714285714285,0.07302722779019115,0.7352913904268151,101.37931034482759,-9.260813448101679,
rf,SPY,C_RBO_full,0.5,30,0.1812262020416681,53.333333333333336,0.06963855720214088,0.649158930542079,86.89655172413794,-10.329862660581668,
rf,SPY,C_tau_full,0.2,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_tau_full,0.3,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_tau_full,0.4,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_tau_full,0.5,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
rf,SPY,C_tau_ties10,0.2,61,0.07106921733706703,52.459016393442624,0.03605248763806074,0.4792264699567593,176.6896551724138,-11.028340529219971,
